Hemmalag,Bortalag,Hemmamål,Bortamål,Publik,Domare,Arena,Datum,Säsong
Åtvidaberg,Elfsborg,2,1,3227,Andreas Ekberg,Kopparvallen,2014-03-31,2014
AIK,IFK Göteborg,0,2,30650,Stefan Johannesson,"Nationalarenan, Friends Arena",2014-03-31,2014
Elfsborg,Häcken,3,1,9138,Jonas Eriksson,Borås Arena,2014-04-04,2014
Falkenberg,Brommapojkarna,1,0,3076,Bojan Pandzic,Falkenbergs IP,2014-04-05,2014
Djurgården,Halmstad,3,0,12155,Stefan Johannesson,Tele 2 Arena,2014-04-06,2014
IFK Norrköping,Helsingborg,2,0,7614,Markus Strömbergsson,Nya Parken,2014-04-06,2014
Gefle,AIK,1,2,6711,"Andreas Ekberg, Lund",Strömvallen,2014-04-06,2014
Kalmar,Åtvidaberg,2,2,7037,"Mohammed Al-Hakim, Köping",Guldfågeln Arena,2014-04-07,2014
IFK Göteborg,Malmö FF,0,3,17073,Michael Lerjéus,Gamla Ullevi,2014-04-07,2014
Örebro,Mjällby,1,0,5781,NA,Behrn Arena,2014-04-08,2014
Mjällby,Djurgården,0,2,2721,Michael Lerjéus,Strandvallen,2014-04-11,2014
Malmö FF,Gefle,1,0,11338,Martin Hansson,Stadion,2014-04-12,2014
Åtvidaberg,Falkenberg,2,0,2918,Markus Strömbergsson.,Kopparvallen,2014-04-12,2014
AIK,Örebro,1,1,15873,Johan Hamlin,"Nationalarenan, Friends Arena",2014-04-13,2014
Helsingborg,Häcken,4,2,6132,NA,"Olympia, Helsingborg",2014-04-13,2014
Halmstad,IFK Norrköping,0,0,3640,NA,Örjans Vall,2014-04-13,2014
Brommapojkarna,IFK Göteborg,1,1,2065,"Mohammed Al-Hakim, Köping",Grimsta IP,2014-04-14,2014
Kalmar,Elfsborg,0,0,5739,NA,Guldfågeln Arena,2014-04-14,2014
Häcken,Halmstad,3,0,1943,Kristoffer Karlsson,Gamla Ullevi,2014-04-16,2014
IFK Norrköping,Mjällby,1,1,4201,Bojan Pandzic,Nya Parken,2014-04-16,2014
Örebro,Malmö FF,1,2,8125,Andreas Ekberg,Behrn Arena,2014-04-16,2014
Djurgården,AIK,2,3,25175,NA,Tele 2 Arena,2014-04-16,2014
Falkenberg,Kalmar,1,3,2494,"Johan Hamlin, Bro",Falkenbergs IP,2014-04-17,2014
Gefle,Brommapojkarna,3,0,3173,Stefan Johannesson,Strömvallen,2014-04-17,2014
IFK Göteborg,Åtvidaberg,5,0,8282,Bojan Pandzic,Gamla Ullevi,2014-04-17,2014
Elfsborg,Helsingborg,1,0,7237,NA,Borås Arena,2014-04-17,2014
Kalmar,IFK Göteborg,1,1,9485,Andreas Ekberg,Guldfågeln Arena,2014-04-20,2014
Halmstad,Helsingborg,2,1,5752,Johan Hamlin,Örjans Vall,2014-04-20,2014
Mjällby,Häcken,1,4,2618,Glenn Nyberg,Strandvallen,2014-04-20,2014
AIK,IFK Norrköping,1,2,14418,Marcus Strömbergsson.,"Nationalarenan, Friends Arena",2014-04-20,2014
Falkenberg,Elfsborg,2,3,5406,Mohammed Al-Hakim,Falkenbergs IP,2014-04-21,2014
Åtvidaberg,Gefle,2,2,2813,Nermin Cisic,Kopparvallen,2014-04-21,2014
Malmö FF,Djurgården,2,2,14315,NA,Stadion,2014-04-21,2014
Brommapojkarna,Örebro,2,2,1420,"Kristoffer Karlsson, Helsingborg",Grimsta IP,2014-04-21,2014
IFK Göteborg,Falkenberg,1,0,11400,"Glenn Nyberg, Borlänge",Gamla Ullevi,2014-04-25,2014
Örebro,Åtvidaberg,3,2,6849,Michael Lerjéus,Behrn Arena,2014-04-25,2014
Helsingborg,Mjällby,3,1,7145,NA,"Olympia, Helsingborg",2014-04-27,2014
Djurgården,Brommapojkarna,3,2,11698,Andreas Ekberg.,Tele 2 Arena,2014-04-27,2014
Häcken,AIK,2,2,2813,"Johan Hamlin, Bro",Gamla Ullevi,2014-04-27,2014
Gefle,Kalmar,0,2,2837,Kristoffer Karlsson,Strömvallen,2014-04-28,2014
Elfsborg,Halmstad,4,1,7668,Martin Hansson,Borås Arena,2014-04-28,2014
IFK Norrköping,Malmö FF,1,2,7234,NA,Nya Parken,2014-04-28,2014
Mjällby,Halmstad,2,1,2638,Kristoffer Karlsson,Strandvallen,2014-05-03,2014
Brommapojkarna,IFK Norrköping,3,0,1583,"Bojan Pandzic, Hisings Backa",Grimsta IP,2014-05-03,2014
Åtvidaberg,Djurgården,1,1,4953,Martin Hansson,Kopparvallen,2014-05-04,2014
Malmö FF,Häcken,1,2,10626,NA,Stadion,2014-05-04,2014
Kalmar,Örebro,2,0,5275,"Mohammed Al-Hakim, Köping",Guldfågeln Arena,2014-05-04,2014
IFK Göteborg,Elfsborg,0,0,14833,Jonas Eriksson,Gamla Ullevi,2014-05-04,2014
Falkenberg,Gefle,1,1,2329,NA,Falkenbergs IP,2014-05-05,2014
AIK,Helsingborg,2,1,13870,NA,"Nationalarenan, Friends Arena",2014-05-05,2014
Djurgården,Kalmar,0,0,10641,NA,Tele 2 Arena,2014-05-07,2014
Elfsborg,Mjällby,3,1,6208,Stefan Johannessson,Borås Arena,2014-05-07,2014
Häcken,Brommapojkarna,3,1,1572,Kristoffer Karlsson,Gamla Ullevi,2014-05-07,2014
IFK Norrköping,Åtvidaberg,2,1,8007,Markus Strömbergsson,Nya Parken,2014-05-07,2014
Gefle,IFK Göteborg,1,1,3091,Mohammed Al-Hakim,Strömvallen,2014-05-08,2014
Örebro,Falkenberg,0,0,5312,Bojan Pandzic,Behrn Arena,2014-05-08,2014
Halmstad,AIK,2,2,4287,"Martin Hansson, Holmsjö",Örjans Vall,2014-05-08,2014
Helsingborg,Malmö FF,0,1,10950,NA,"Olympia, Helsingborg",2014-05-08,2014
Kalmar,IFK Norrköping,2,0,5873,NA,Guldfågeln Arena,2014-05-10,2014
AIK,Mjällby,2,1,11778,Bojan Pandzic,"Nationalarenan, Friends Arena",2014-05-11,2014
IFK Göteborg,Örebro,2,1,7537,Martin Hansson,Gamla Ullevi,2014-05-11,2014
Gefle,Elfsborg,0,1,3060,"Johan Hamlin, Bro",Strömvallen,2014-05-11,2014
Åtvidaberg,Häcken,1,0,2421,"Stefan Johannesson, Täby",NA,2014-05-12,2014
Malmö FF,Halmstad,3,1,11219,Mohammed Al-Hakim,Swedbank Arena,2014-05-12,2014
Brommapojkarna,Helsingborg,0,1,1401,Markus Strömbergsson,Grimsta IP,2014-05-12,2014
Falkenberg,Djurgården,1,0,3376,Kristoffer Karlsson,NA,2014-05-12,2014
Brommapojkarna,Mjällby,0,1,1180,Mohammed Al-Hakim,Grimsta IP,2014-05-15,2014
IFK Norrköping,Falkenberg,0,3,3668,Johan Hamlin,Nya Parken,2014-05-15,2014
AIK,Elfsborg,2,1,13140,Jonas Eriksson,"Nationalarenan, Friends Arena",2014-05-15,2014
Örebro,Gefle,2,2,6128,NA,Behrn Arena,2014-05-19,2014
Halmstad,Brommapojkarna,3,0,2796,Bojan Pandzic,Örjans Vall,2014-05-19,2014
Häcken,Kalmar,4,1,2863,"Glenn Nyberg, Borlänge",Gamla Ullevi,2014-05-20,2014
Helsingborg,Åtvidaberg,0,0,7130,NA,"Olympia, Helsingborg",2014-05-21,2014
Djurgården,IFK Göteborg,0,0,18044,"Jonas Eriksson, Sigtuna",Tele 2 Arena,2014-05-21,2014
Mjällby,Malmö FF,0,1,5511,Markus Strömbergsson,Strandvallen,2014-05-22,2014
Falkenberg,Häcken,1,1,3059,Kristoffer Karlsson,Falkenbergs IP,2014-05-24,2014
Elfsborg,Örebro,1,0,7103,Glenn Nyberg,Borås Arena,2014-05-24,2014
Åtvidaberg,Halmstad,1,0,3121,Martin Hansson,Kopparvallen,2014-05-24,2014
Kalmar,Helsingborg,2,0,6164,Bojan Pandzic,Guldfågeln Arena,2014-05-25,2014
IFK Göteborg,IFK Norrköping,2,2,9119,"Markus Strömbergsson, Gävle",Gamla Ullevi,2014-05-25,2014
Gefle,Djurgården,1,1,4199,"Michael Lerjéus, Skövde",Strömvallen,2014-05-26,2014
Malmö FF,AIK,2,2,17382,NA,Stadion,2014-05-26,2014
Örebro,Djurgården,0,1,9512,Glenn Nyberg,Behrn Arena,2014-05-30,2014
Halmstad,Kalmar,1,1,3895,Kristoffer Karlsson,Örjans Vall,2014-05-31,2014
Mjällby,Åtvidaberg,1,0,3164,"Mohammed Al-Hakim, Köping",Strandvallen,2014-05-31,2014
Helsingborg,Falkenberg,1,0,10093,NA,"Olympia, Helsingborg",2014-06-01,2014
Elfsborg,Malmö FF,0,1,11641,"Martin Hansson, Holmsjö",Borås Arena,2014-06-01,2014
IFK Norrköping,Gefle,1,0,5718,Stefan Johannesson,Nya Parken,2014-06-02,2014
AIK,Brommapojkarna,4,2,15637,Michael Lerjéus,"Nationalarenan, Friends Arena",2014-06-02,2014
Häcken,IFK Göteborg,1,1,10579,Andreas Ekberg,Gamla Ullevi,2014-06-02,2014
Gefle,Häcken,1,0,2918,NA,Strömvallen,2014-07-05,2014
Falkenberg,Halmstad,1,1,5457,"Michael Lerjéus, Skövde",Falkenbergs IP,2014-07-05,2014
Kalmar,Mjällby,2,1,6147,Glenn Nyberg,Guldfågeln Arena,2014-07-05,2014
Örebro,IFK Norrköping,2,2,7532,Kristoffer Karlsson,Behrn Arena,2014-07-06,2014
IFK Göteborg,Helsingborg,6,2,10202,Stefan Johannesson,Gamla Ullevi,2014-07-06,2014
Brommapojkarna,Malmö FF,1,1,2037,Johan Hamlin,Grimsta IP,2014-07-06,2014
Åtvidaberg,AIK,0,3,6028,NA,Kopparvallen,2014-07-07,2014
Djurgården,Elfsborg,1,1,11471,NA,Tele 2 Arena,2014-07-07,2014
AIK,Kalmar,3,0,13470,Michael Lerjéus,"Nationalarenan, Friends Arena",2014-07-12,2014
Mjällby,Falkenberg,1,1,3132,Mohammed Al-Hakim,Strandvallen,2014-07-12,2014
Malmö FF,Åtvidaberg,3,0,9336,Stefan Johannesson,Stadion,2014-07-12,2014
Helsingborg,Gefle,1,1,6173,NA,"Olympia, Helsingborg",2014-07-13,2014
Halmstad,IFK Göteborg,2,2,4723,Glenn Nyberg,Örjans Vall,2014-07-13,2014
Elfsborg,Brommapojkarna,2,2,6958,Kristoffer Karlsson,Borås Arena,2014-07-13,2014
Häcken,Örebro,4,1,2876,"Markus Strömbergsson, Gävle",Gamla Ullevi,2014-07-13,2014
IFK Norrköping,Djurgården,3,5,7022,NA,Nya Parken,2014-07-14,2014
Gefle,Halmstad,2,0,4013,Kristoffer Karlsson,Strömvallen,2014-07-19,2014
Kalmar,Malmö FF,1,1,11911,Markus Strömbergsson,Guldfågeln Arena,2014-07-19,2014
IFK Göteborg,Mjällby,3,1,7298,NA,Gamla Ullevi,2014-07-20,2014
Falkenberg,AIK,4,1,5457,Bojan Pandzic,Falkenbergs IP,2014-07-20,2014
Örebro,Helsingborg,1,1,5981,NA,Behrn Arena,2014-07-20,2014
IFK Norrköping,Elfsborg,4,2,5148,Johan Hamlin,Nya Parken,2014-07-20,2014
Åtvidaberg,Brommapojkarna,3,2,2918,Glenn Nyberg,Kopparvallen,2014-07-20,2014
Djurgården,Häcken,1,2,11361,NA,Tele 2 Arena,2014-07-21,2014
Malmö FF,Kalmar,3,1,13511,Martin Hansson,Stadion,2014-07-26,2014
Halmstad,Gefle,3,2,4211,Michael Lerjéus,Örjans Vall,2014-07-26,2014
Mjällby,IFK Göteborg,3,0,5906,"Johan Hamlin, Bro",Strandvallen,2014-07-27,2014
Brommapojkarna,Åtvidaberg,2,2,933,"Martin Strömbergsson, Gävle",Grimsta IP,2014-07-27,2014
Helsingborg,Örebro,1,1,8356,Stefan Johannesson,"Olympia, Helsingborg",2014-07-27,2014
Elfsborg,IFK Norrköping,3,0,6321,Mohammed Al-Hakim,Borås Arena,2014-07-27,2014
AIK,Falkenberg,3,0,11408,"Kristoffer Karlsson, Helsingborg","Nationalarenan, Friends Arena",2014-07-28,2014
Häcken,Djurgården,2,1,3027,Andreas Ekberg,Gamla Ullevi,2014-07-28,2014
IFK Norrköping,Häcken,0,0,4036,Glenn Nyberg,Nya Parken,2014-08-02,2014
Örebro,Halmstad,1,2,5292,Andreas Ekberg,Behrn Arena,2014-08-02,2014
Falkenberg,Malmö FF,2,5,5221,"Johan Hamlin, Bro",Falkenbergs IP,2014-08-02,2014
Kalmar,Brommapojkarna,1,1,5968,"Mohammed Al-Hakim, Köping",Guldfågeln Arena,2014-08-03,2014
Elfsborg,Åtvidaberg,1,0,6218,Michael Lerjéus,Borås Arena,2014-08-03,2014
Djurgården,Helsingborg,2,2,12988,Markus Strömbergsson,Tele 2 Arena,2014-08-04,2014
Gefle,Mjällby,1,0,4179,Bojan Pandzic,Strömvallen,2014-08-04,2014
IFK Göteborg,AIK,0,2,14547,"Martin Hansson, Holmsjö",Gamla Ullevi,2014-08-04,2014
Mjällby,Örebro,0,1,5624,Kristoffer Karlsson,Strandvallen,2014-08-09,2014
Åtvidaberg,Kalmar,3,1,4033,Glenn Nyberg,Kopparvallen,2014-08-09,2014
Helsingborg,IFK Norrköping,0,0,8078,NA,"Olympia, Helsingborg",2014-08-10,2014
Halmstad,Djurgården,2,1,5794,Mohammed Al-Hakim,Örjans Vall,2014-08-10,2014
AIK,Gefle,3,1,12097,Andreas Ekberg,"Nationalarenan, Friends Arena",2014-08-10,2014
Malmö FF,IFK Göteborg,2,2,18838,Markus Strömbergsson,Stadion,2014-08-10,2014
Brommapojkarna,Falkenberg,2,3,1202,"Jonas Erkisson, Sigtuna",Grimsta IP,2014-08-10,2014
Häcken,Elfsborg,0,2,4063,Johan Hamlin,Gamla Ullevi,2014-08-11,2014
Malmö FF,Örebro,3,2,12264,Andreas Ekberg,Stadion,2014-08-13,2014
Brommapojkarna,Gefle,1,2,1133,"Glenn Nyberg, Borlänge",Grimsta IP,2014-08-13,2014
Åtvidaberg,IFK Göteborg,1,1,4497,Johan Hamlin,Kopparvallen,2014-08-13,2014
AIK,Djurgården,1,1,28240,Michael Lerjéus,"Nationalarenan, Friends Arena",2014-08-13,2014
Kalmar,Falkenberg,3,1,4973,"Bojan Pandzic, Hisings Backa",Guldfågeln Arena,2014-08-14,2014
Halmstad,Häcken,1,4,3707,NA,Örjans Vall,2014-08-14,2014
Mjällby,IFK Norrköping,3,1,3704,Markus Strömbergsson,Strandvallen,2014-08-14,2014
Helsingborg,Elfsborg,4,1,7275,NA,"Olympia, Helsingborg",2014-08-14,2014
Gefle,Malmö FF,0,0,4211,Stefan Johannesson,Strömvallen,2014-08-16,2014
Örebro,AIK,4,2,8393,"Glenn Nyberg, Borlänge",Behrn Arena,2014-08-17,2014
Falkenberg,Åtvidaberg,3,0,2581,NA,Falkenbergs IP,2014-08-17,2014
Elfsborg,Kalmar,2,0,5926,Martin Hansson,Borås Arena,2014-08-17,2014
IFK Göteborg,Brommapojkarna,3,0,6382,Martin Strömbergsson,Gamla Ullevi,2014-08-17,2014
IFK Norrköping,Halmstad,1,2,5569,"Johan Hamlin, Bro",Nya Parken,2014-08-18,2014
Djurgården,Mjällby,4,0,9120,NA,Tele 2 Arena,2014-08-18,2014
Häcken,Helsingborg,1,1,1723,NA,Gamla Ullevi,2014-08-18,2014
Mjällby,Helsingborg,1,2,4604,NA,Strandvallen,2014-08-22,2014
Malmö FF,IFK Norrköping,3,0,11205,"Bojan Pandzic, Hisings Backa",Stadion,2014-08-23,2014
Falkenberg,IFK Göteborg,1,2,4218,NA,Falkenbergs IP,2014-08-24,2014
AIK,Häcken,1,0,14420,"Johan Hamlin, Bro","Nationalarenan, Friends Arena",2014-08-24,2014
Halmstad,Elfsborg,1,1,3892,Glenn Nyberg,Örjans Vall,2014-08-24,2014
Kalmar,Gefle,2,1,4253,NA,Guldfågeln Arena,2014-08-25,2014
Åtvidaberg,Örebro,1,2,3495,Markus Strömbergsson,Kopparvallen,2014-08-25,2014
Brommapojkarna,Djurgården,0,4,3857,"Stefan Johannesson, Täby",Tele 2 Arena,2014-08-25,2014
Helsingborg,Halmstad,1,4,7534,Markus Strömbergsson,"Olympia, Helsingborg",2014-08-29,2014
Örebro,Brommapojkarna,3,1,6664,Kristoffer Karlsson,Behrn Arena,2014-08-29,2014
Häcken,Mjällby,1,1,1276,"Mohammed Al-Hakim, Köping",Gamla Ullevi,2014-08-30,2014
Gefle,Åtvidaberg,0,1,3270,NA,Strömvallen,2014-08-30,2014
IFK Göteborg,Kalmar,2,0,9102,Michael Lerjéus,Gamla Ullevi,2014-08-31,2014
IFK Norrköping,AIK,2,4,8109,Martin Hansson,Nya Parken,2014-08-31,2014
Elfsborg,Falkenberg,1,0,7654,Glenn Nyberg,Borås Arena,2014-08-31,2014
Djurgården,Malmö FF,2,0,24529,Jonas Eriksson,Tele 2 Arena,2014-08-31,2014
Häcken,Malmö FF,3,3,2862,Martin Strömbergsson,Nya Ullevi,2014-09-13,2014
Gefle,Falkenberg,3,1,3122,Mohammed Al-Hakim,Strömvallen,2014-09-14,2014
Halmstad,Mjällby,1,2,4599,NA,Örjans Vall,2014-09-14,2014
Elfsborg,IFK Göteborg,0,0,12657,Stefan Johannesson,Borås Arena,2014-09-14,2014
Djurgården,Åtvidaberg,0,1,13402,"Glenn Nyberg, Borlänge",Tele 2 Arena,2014-09-14,2014
Örebro,Kalmar,2,0,6618,NA,Behrn Arena,2014-09-15,2014
IFK Norrköping,Brommapojkarna,3,1,3715,Jonas Eriksson,Nya Parken,2014-09-15,2014
Helsingborg,AIK,3,1,6847,NA,"Olympia, Helsingborg",2014-09-15,2014
IFK Göteborg,Gefle,4,0,9382,Kristoffer Karlsson,Gamla Ullevi,2014-09-19,2014
Falkenberg,Örebro,1,3,2556,Michael Lerjéus,Falkenbergs IP,2014-09-20,2014
Brommapojkarna,Häcken,1,5,614,Martin Hansson,Grimsta IP,2014-09-20,2014
AIK,Halmstad,0,1,16103,Andreas Ekberg,"Nationalarenan, Friends Arena",2014-09-21,2014
Kalmar,Djurgården,0,4,5369,Markus Strömbergsson,Guldfågeln Arena,2014-09-21,2014
Mjällby,Elfsborg,1,0,3172,Johan Hamlin,Strandvallen,2014-09-21,2014
Malmö FF,Helsingborg,1,1,20310,NA,Stadion,2014-09-21,2014
Åtvidaberg,IFK Norrköping,2,2,6799,Stefan Johannesson,Kopparvallen,2014-09-22,2014
Mjällby,AIK,1,0,4022,Jonas Eriksson,Strandvallen,2014-09-24,2014
Örebro,IFK Göteborg,3,4,7682,"Martin Strömbergsson, Gävle",Behrn Arena,2014-09-24,2014
Djurgården,Falkenberg,1,0,7865,"Andreas Ekberg, Lund",Tele 2 Arena,2014-09-24,2014
Elfsborg,Gefle,1,0,6016,Martin Hansson,Borås Arena,2014-09-24,2014
Halmstad,Malmö FF,0,1,5046,Michael Lerjéus,Örjans Vall,2014-09-24,2014
Helsingborg,Brommapojkarna,3,1,11017,NA,"Olympia, Helsingborg",2014-09-24,2014
IFK Norrköping,Kalmar,0,0,5107,NA,Nya Parken,2014-09-25,2014
Häcken,Åtvidaberg,0,2,1213,Kristoffer Karlsson,Gamla Ullevi,2014-09-25,2014
Malmö FF,Mjällby,4,1,12126,NA,Stadion,2014-09-27,2014
Kalmar,Häcken,2,3,3807,"Glenn Nyberg, Borlänge",Guldfågeln Arena,2014-09-28,2014
Falkenberg,IFK Norrköping,4,2,2411,NA,Falkenbergs IP,2014-09-28,2014
Elfsborg,AIK,1,1,8277,Michael Lerjéus,Borås Arena,2014-09-28,2014
Gefle,Örebro,1,2,3084,Kristoffer Karlsson,Strömvallen,2014-09-29,2014
Brommapojkarna,Halmstad,0,3,837,Markus Strömbergsson,Grimsta IP,2014-09-29,2014
Åtvidaberg,Helsingborg,1,2,4017,Johan Hamlin,Kopparvallen,2014-09-29,2014
IFK Göteborg,Djurgården,2,1,11159,Martin Strömbergsson,Gamla Ullevi,2014-09-29,2014
Helsingborg,Kalmar,4,1,6668,Bojan Pandzic,"Olympia, Helsingborg",2014-10-03,2014
Djurgården,Gefle,1,2,11166,"Stefan Johanesson, Täby",Tele 2 Arena,2014-10-04,2014
Mjällby,Brommapojkarna,0,1,3505,Johan Hamlin,Strandvallen,2014-10-04,2014
IFK Norrköping,IFK Göteborg,3,0,6410,"Andreas Ekberg, Lund",Nya Parken,2014-10-05,2014
Örebro,Elfsborg,5,1,6095,Bojan Pandzic,Behrn Arena,2014-10-05,2014
Halmstad,Åtvidaberg,1,3,4302,NA,Örjans Vall,2014-10-05,2014
AIK,Malmö FF,2,3,23247,Jonas Eriksson,"Nationalarenan, Friends Arena",2014-10-05,2014
Häcken,Falkenberg,1,2,2232,Glenn Nyberg,Gamla Ullevi,2014-10-05,2014
Malmö FF,Elfsborg,1,2,16122,"Stefan Johannesson (1a), Kristoffer Karlsson (2a)",Stadion,2014-10-18,2014
Åtvidaberg,Mjällby,2,1,5178,Mohammed Al-Hakim,Kopparvallen,2014-10-18,2014
Kalmar,Halmstad,1,3,3602,NA,Guldfågeln Arena,2014-10-18,2014
IFK Göteborg,Häcken,3,2,13089,Johan Hamlin,Gamla Ullevi,2014-10-19,2014
Gefle,IFK Norrköping,1,2,4227,Michael Lerjéus,Strömvallen,2014-10-19,2014
Brommapojkarna,AIK,0,4,5136,Bojan Pandzic,Tele 2 Arena,2014-10-19,2014
Djurgården,Örebro,0,3,7454,Andreas Ekberg,Tele 2 Arena,2014-10-20,2014
Falkenberg,Helsingborg,2,0,3014,NA,Falkenbergs IP,2014-10-20,2014
Häcken,Gefle,3,1,819,Jonas Eriksson,Gamla Ullevi,2014-10-25,2014
AIK,Åtvidaberg,4,1,NA,Glenn Nyberg,"Nationalarenan, Friends Arena",2014-10-26,2014
IFK Norrköping,Örebro,2,0,NA,Mohammed Al-Hakim,Nya Parken,2014-10-26,2014
Halmstad,Falkenberg,4,0,8062,Andreas Ekberg,Örjans Vall,2014-10-26,2014
Elfsborg,Djurgården,0,1,11450,Markus Strömbergsson,Borås Arena,2014-10-26,2014
Mjällby,Kalmar,0,2,4318,"Michael Lerjéus, Skövde",Strandvallen,2014-10-27,2014
Malmö FF,Brommapojkarna,2,0,13382,NA,Stadion,2014-10-27,2014
Helsingborg,IFK Göteborg,0,3,8134,Martin Strömbergsson,"Olympia, Helsingborg",2014-10-27,2014
Djurgården,IFK Norrköping,1,1,10109,"Kristoffer Karlsson, Höganäs",Stockholms Stadion,2014-11-01,2014
Örebro,Häcken,5,2,4971,Johan Hamlin,NA,2014-11-01,2014
Gefle,Helsingborg,2,1,4167,Martin Hansson,NA,2014-11-01,2014
IFK Göteborg,Halmstad,5,1,11673,NA,Gamla Ullevi,2014-11-01,2014
Falkenberg,Mjällby,1,1,4423,NA,Falkenbergs IP,2014-11-01,2014
Kalmar,AIK,1,1,6551,Andreas Ekberg,Guldfågeln Arena,2014-11-01,2014
Brommapojkarna,Elfsborg,0,1,813,"Martin Strömbergsson, Gävle",Grimsta IP,2014-11-01,2014
Åtvidaberg,Malmö FF,2,1,4125,NA,Kopparvallen,2014-11-01,2014
Hammarby,Häcken,2,0,30278,Mohammed Al-Hakim,Tele2 Arena,2015-04-04,2015
Kalmar,Helsingborg,0,0,8132,NA,Guldfågeln Arena,2015-04-04,2015
Falkenberg,Gefle,0,2,3310,NA,Falkenbergs IP,2015-04-05,2015
IFK Göteborg,Åtvidaberg,1,0,15118,NA,Gamla Ullevi,2015-04-05,2015
IFK Norrköping,Örebro,1,1,8220,NA,Nya Parken,2015-04-05,2015
Djurgården,Elfsborg,1,2,20530,Martin Strömbergsson,Tele2 Arena,2015-04-05,2015
AIK,Halmstad,2,1,23840,Andreas Ekberg.,"Nationalarenan, Friends Arena",2015-04-06,2015
Sundsvall,Malmö FF,1,4,7850,Michael Lerjéus,Norrporten Arena,2015-04-06,2015
Örebro,IFK Göteborg,0,2,8121,"Glenn Nyberg, Borlänge.",Behrn Arena,2015-04-08,2015
Gefle,Kalmar,2,0,3294,NA,Strömvallen,2015-04-08,2015
Helsingborg,Falkenberg,0,0,7053,NA,"Olympia, Helsingborg",2015-04-08,2015
Elfsborg,Hammarby,1,1,11264,Jonas Eriksson,Borås Arena,2015-04-08,2015
Åtvidaberg,Sundsvall,2,3,3384,NA,Kopparvallen,2015-04-09,2015
Häcken,Djurgården,1,1,3417,Markus Strömbergsson,Gamla Ullevi,2015-04-09,2015
Halmstad,IFK Norrköping,0,3,4308,NA,Örjans Vall,2015-04-09,2015
Malmö FF,AIK,0,0,22337,NA,Stadion,2015-04-09,2015
Falkenberg,Örebro,2,0,2070,Kristoffer Karlsson,Falkenbergs IP,2015-04-12,2015
Halmstad,Helsingborg,1,2,5027,NA,Örjans Vall,2015-04-12,2015
AIK,Gefle,3,1,13722,Bojan Pandzic,"Nationalarenan, Friends Arena",2015-04-12,2015
IFK Göteborg,Malmö FF,0,1,16894,Jonas Eriksson,Gamla Ullevi,2015-04-12,2015
Kalmar,Åtvidaberg,2,1,4081,NA,Guldfågeln Arena,2015-04-13,2015
IFK Norrköping,Elfsborg,0,4,5665,NA,Nya Parken,2015-04-13,2015
Sundsvall,Häcken,1,1,3247,NA,Norrporten Arena,2015-04-13,2015
Hammarby,Djurgården,2,1,27597,Michael Lerjéus,Tele2 Arena,2015-04-13,2015
Djurgården,Kalmar,1,0,10369,Glenn Nyberg,Tele2 Arena,2015-04-17,2015
Gefle,Halmstad,0,0,2454,NA,Strömvallen,2015-04-18,2015
Åtvidaberg,Falkenberg,3,1,2279,NA,Kopparvallen,2015-04-19,2015
Häcken,IFK Göteborg,1,2,9237,NA,Gamla Ullevi,2015-04-19,2015
Örebro,Sundsvall,1,3,5908,Markus Strömbergsson,Behrn Arena,2015-04-20,2015
Helsingborg,IFK Norrköping,3,1,6848,NA,"Olympia, Helsingborg",2015-04-20,2015
Malmö FF,Hammarby,3,1,19849,Martin Strömbergsson,Stadion,2015-04-20,2015
Elfsborg,AIK,3,2,8444,Michael Lerjéus,Borås Arena,2015-04-21,2015
Falkenberg,Malmö FF,3,3,4492,NA,Falkenbergs IP,2015-04-24,2015
Hammarby,Åtvidaberg,2,1,25167,NA,Tele2 Arena,2015-04-25,2015
Halmstad,Elfsborg,1,0,5103,NA,Örjans Vall,2015-04-26,2015
Sundsvall,Djurgården,0,2,6510,NA,Norrporten Arena,2015-04-26,2015
Kalmar,Häcken,0,1,4846,NA,Guldfågeln Arena,2015-04-26,2015
AIK,Örebro,3,0,14331,Andreas Ekberg,"Nationalarenan, Friends Arena",2015-04-26,2015
IFK Norrköping,Gefle,4,1,5317,NA,Nya Parken,2015-04-27,2015
IFK Göteborg,Helsingborg,3,1,12287,NA,Gamla Ullevi,2015-04-27,2015
Djurgården,Falkenberg,3,1,9076,NA,Tele2 Arena,2015-04-29,2015
Malmö FF,Halmstad,3,1,16215,NA,Stadion,2015-04-29,2015
Elfsborg,Kalmar,2,1,6782,Andreas Ekberg,Borås Arena,2015-04-29,2015
Åtvidaberg,AIK,1,1,5215,Kristoffer Karlsson,Kopparvallen,2015-04-29,2015
Häcken,IFK Norrköping,0,2,1826,NA,Gamla Ullevi,2015-04-30,2015
Gefle,IFK Göteborg,0,0,4066,NA,Strömvallen,2015-04-30,2015
Helsingborg,Sundsvall,2,0,5032,NA,"Olympia, Helsingborg",2015-04-30,2015
Örebro,Hammarby,2,2,10486,NA,Behrn Arena,2015-04-30,2015
IFK Norrköping,Åtvidaberg,2,1,9654,NA,Nya Parken,2015-05-03,2015
Sundsvall,Elfsborg,0,1,3858,NA,Norrporten Arena,2015-05-03,2015
Djurgården,Gefle,5,1,11190,NA,Tele2 Arena,2015-05-03,2015
Malmö FF,Helsingborg,3,1,21626,NA,Stadion,2015-05-03,2015
Kalmar,Örebro,3,0,3703,"Stefan Johannesson, Täby.",Guldfågeln Arena,2015-05-04,2015
